Age,Gender,Balance,NumOfProducts,Geography,IsActiveMember,Exited
51,0,148222.65,1,France,0,1
41,1,0.0,2,France,0,0
38,1,0.0,2,France,0,0
30,0,134152.29,1,Spain,1,0
32,1,111537.23,4,Germany,1,1
39,1,119565.92,1,Spain,0,0
29,1,0.0,2,Spain,0,0
38,0,0.0,1,Spain,1,0
46,0,121063.8,3,Germany,0,1
27,1,124995.98,1,Spain,1,0
39,0,0.0,2,Spain,0,0
52,1,86891.84,1,Germany,0,0
38,0,0.0,2,France,1,0
43,0,78022.61,1,Spain,1,0
34,0,154495.79,1,France,0,0
38,0,189443.72,1,France,1,0
31,1,152926.6,1,Spain,1,0
44,1,142989.69,1,France,1,1
43,0,115371.94,2,Germany,0,0
37,0,0.0,2,France,1,0
38,0,178056.54,2,Spain,0,0
39,0,206014.94,2,Spain,1,1
41,0,0.0,2,France,0,0
37,0,101191.83,1,Germany,1,1
55,1,0.0,2,France,1,0
31,1,0.0,2,Spain,0,0
33,0,0.0,2,Spain,0,0
37,1,0.0,2,France,1,0
32,0,149814.54,1,Germany,0,0
36,1,115617.24,1,Spain,1,0
28,0,0.0,2,France,0,0
42,1,113657.41,2,Germany,1,1
39,0,138160.0,1,Spain,1,0
36,1,117700.86,1,Germany,0,0
37,1,0.0,2,France,0,0
37,0,122506.38,1,Germany,1,1
58,1,0.0,1,France,1,1
59,0,0.0,2,France,0,1
39,1,166501.17,2,France,0,0
46,1,89743.05,1,Spain,0,1
25,1,0.0,2,France,0,0
30,0,0.0,2,France,0,0
39,0,0.0,2,France,0,0
35,1,0.0,1,Spain,0,1
18,1,98894.39,1,France,1,0
37,0,168735.74,2,Germany,0,0
34,0,0.0,1,France,1,0
62,1,133201.17,1,Germany,0,1
36,1,0.0,2,Spain,0,0
31,0,127237.25,2,Germany,1,0
36,0,117864.85,2,Germany,0,0
64,1,153469.26,3,Germany,0,1
23,0,93911.3,2,Germany,0,0
46,1,76597.79,1,Spain,1,0
40,1,79927.36,2,France,1,0
27,1,0.0,2,Spain,1,0
32,0,40172.91,1,Germany,1,0
33,0,115195.58,1,France,1,0
43,1,116644.29,2,Germany,1,0
20,0,180293.84,2,Germany,1,0
30,1,139872.81,1,Germany,0,0
24,1,34547.82,1,France,1,0
32,1,0.0,2,France,1,0
29,0,96462.25,2,Germany,1,0
40,1,130334.35,2,Spain,1,0
39,0,119688.81,1,Germany,0,0
38,0,0.0,2,France,0,0
52,0,0.0,3,France,1,1
32,1,71187.24,1,France,1,0
47,1,0.0,2,France,0,0
37,0,0.0,2,France,0,0
38,1,0.0,2,Spain,0,0
39,1,136422.41,1,France,1,0
30,0,0.0,2,France,1,0
25,1,0.0,2,France,1,0
34,1,0.0,1,France,1,0
41,0,153238.88,1,France,0,0
35,0,0.0,2,France,0,0
78,1,47536.4,1,France,1,0
32,1,0.0,2,France,0,0
36,0,142882.49,1,France,0,1
44,1,0.0,2,France,0,0
31,1,160566.11,2,France,0,0
65,0,131935.51,1,Germany,1,1
38,0,127678.8,2,France,0,0
46,1,105214.58,1,Germany,0,1
46,0,139859.54,1,France,0,0
38,1,0.0,2,France,0,0
34,1,112324.45,2,France,1,0
30,0,134497.27,1,Germany,0,0
35,1,120171.58,1,Spain,0,0
23,0,106012.2,2,France,1,0
25,0,0.0,1,France,1,0
34,1,0.0,2,France,1,0
55,1,0.0,4,France,1,1
51,0,0.0,1,France,0,1
42,0,119839.69,1,Germany,1,1
34,0,0.0,2,Spain,1,0
38,0,92219.21,1,Germany,0,0
48,0,142055.41,2,Germany,1,0
49,1,29602.08,1,France,0,1
46,1,0.0,2,France,1,0
34,0,0.0,2,France,1,0
44,1,0.0,2,France,1,0
37,0,141803.77,1,France,1,0
24,0,0.0,2,France,1,0
42,0,0.0,1,France,1,0
47,1,126589.12,2,France,1,1
33,0,108393.35,1,France,1,0
43,0,115643.58,2,Spain,0,0
48,0,132876.23,1,Spain,0,0
24,1,110949.41,1,France,1,0
46,0,130666.2,1,France,1,1
45,1,103821.47,2,France,1,0
32,1,0.0,1,France,1,0
39,0,0.0,1,France,1,0
32,0,132187.73,2,Spain,1,0
49,0,98649.55,1,Germany,0,1
38,0,126444.08,2,Germany,1,0
30,1,154159.51,1,Germany,0,0
43,1,0.0,2,France,0,0
48,0,129250.0,2,Germany,1,0
45,1,0.0,1,Spain,0,1
33,1,167733.51,2,France,1,0
31,1,56116.3,2,Germany,0,0
30,1,141581.08,1,France,0,0
50,0,139675.07,2,Germany,0,0
27,1,66201.96,1,France,1,0
44,1,0.0,2,France,0,1
34,0,133658.24,1,Germany,0,0
25,0,136202.78,1,Germany,0,0
60,1,131778.08,1,France,0,1
74,0,0.0,2,Spain,0,0
34,1,0.0,2,France,1,0
26,1,42712.87,2,Germany,1,0
28,1,0.0,2,France,0,0
57,1,0.0,2,Spain,0,1
31,0,142631.54,2,Germany,1,0
33,0,141204.65,2,France,0,0
25,1,131402.21,1,Germany,0,0
39,1,92636.96,2,Spain,1,0
51,1,0.0,2,France,1,1
31,1,102088.68,4,Germany,0,1
39,0,0.0,2,Spain,1,0
38,1,134887.53,1,France,1,0
48,0,0.0,2,France,1,0
28,0,159900.38,1,Spain,0,0
50,1,102278.79,2,Germany,0,0
41,1,0.0,2,France,1,0
43,1,0.0,1,France,1,0
58,0,0.0,2,Spain,1,0
35,0,76989.97,1,Germany,1,0
23,1,0.0,2,France,1,0
35,0,0.0,2,France,0,0
39,1,114491.82,1,Germany,0,0
54,0,144768.94,1,Germany,0,1
31,0,145056.59,1,France,1,0
50,0,117206.3,1,Germany,0,1
41,0,138014.4,2,Germany,0,0
45,1,128352.59,3,Germany,1,1
23,1,112568.31,1,France,1,0
33,0,0.0,1,France,0,0
41,0,176958.46,2,Germany,1,0
38,1,99167.54,1,Germany,0,0
42,1,103210.27,1,Spain,0,0
48,1,104478.12,3,Germany,1,1
61,0,125921.37,1,Spain,1,0
35,1,0.0,2,Spain,1,0
48,0,80697.44,1,Germany,0,0
44,1,161887.81,2,France,0,0
24,0,109558.36,1,France,0,0
38,0,124271.26,1,France,0,0
43,0,0.0,2,France,1,0
42,0,190569.23,1,Spain,1,0
53,0,143923.96,1,Spain,0,1
48,0,96542.16,2,France,1,0
33,0,0.0,2,France,0,0
45,0,139825.56,1,Spain,0,1
24,0,111769.14,2,Germany,0,0
37,0,0.0,2,Spain,0,0
30,0,113672.18,2,Spain,0,0
32,1,147256.86,1,France,0,0
45,0,107023.03,1,Spain,0,0
37,0,125529.55,1,France,1,0
41,1,0.0,1,Spain,0,0
48,0,131834.8,1,Germany,0,1
62,0,0.0,2,France,1,0
56,0,99529.7,1,Spain,1,1
35,0,0.0,2,Spain,1,0
27,0,107303.72,2,France,0,0
33,0,72783.42,1,France,0,0
44,1,0.0,1,Spain,1,0
35,1,0.0,2,France,1,0
22,1,115743.6,1,Germany,0,0
43,0,161256.53,1,France,1,0
27,0,0.0,2,France,1,0
44,0,0.0,2,Spain,0,0
31,0,0.0,2,France,1,0
40,1,162261.01,2,Germany,0,0
39,0,74896.33,1,France,0,0
54,0,0.0,1,France,0,1
35,0,144037.6,1,Germany,0,0
23,1,93522.2,1,France,1,0
38,0,0.0,2,Spain,0,0
18,0,0.0,2,France,1,0
38,0,106922.92,2,Germany,1,0
26,0,112972.57,1,France,0,0
35,1,123042.0,1,Germany,0,1
33,1,100488.92,2,Germany,1,0
44,1,123322.15,1,France,0,0
32,0,0.0,1,France,1,0
42,0,68683.68,1,Spain,1,0
49,0,59532.18,1,Germany,0,0
43,1,140260.36,2,France,0,0
50,0,88302.65,1,Germany,1,0
19,1,0.0,2,France,1,0
40,0,114655.58,1,Germany,0,0
42,1,148283.94,1,France,1,1
38,1,0.0,1,Spain,0,1
35,1,0.0,2,France,1,0
53,1,123916.67,1,Germany,0,1
31,1,0.0,2,France,0,0
54,1,0.0,2,France,1,1
43,0,165896.0,2,France,0,0
32,1,0.0,2,France,0,0
36,0,111168.97,1,France,1,0
40,1,103549.24,1,France,0,1
32,1,0.0,2,France,0,0
30,0,103804.97,1,France,1,0
45,0,165901.59,2,France,0,1
59,0,119152.1,2,Germany,1,0
57,1,122950.31,1,Spain,1,0
51,1,0.0,1,France,1,1
49,0,133384.66,1,Germany,0,1
32,0,0.0,2,France,0,0
64,0,0.0,2,Spain,1,0
37,1,158411.95,4,Germany,1,1
29,0,122028.65,2,Germany,1,0
35,1,0.0,1,France,1,0
64,1,128751.65,2,Germany,0,1
54,0,133436.52,1,France,0,0
40,0,123177.01,1,Spain,0,0
59,1,0.0,1,France,0,1
37,1,120328.88,2,France,1,0
39,1,130147.98,1,France,0,1
36,1,92716.96,1,Spain,1,0
48,1,0.0,2,Spain,0,0
34,0,0.0,1,Spain,1,0
40,0,76914.21,1,France,0,0
32,1,106045.92,2,France,1,0
34,0,103133.26,1,France,1,0
38,0,145974.79,2,France,1,0
36,1,0.0,3,Spain,0,0
49,1,0.0,2,Spain,1,0
38,1,0.0,2,Spain,1,0
39,0,0.0,2,Spain,1,0
31,1,0.0,1,Spain,1,1
31,1,139183.06,1,Spain,1,0
19,0,0.0,2,Spain,0,0
36,1,74974.89,1,Germany,1,0
44,0,61691.45,1,Spain,1,0
35,1,121952.75,2,Germany,1,0
35,1,0.0,1,France,1,0
35,0,0.0,2,Spain,1,0
37,0,0.0,2,Spain,1,0
33,1,80107.83,2,France,1,0
45,1,0.0,2,Spain,1,0
40,0,147856.82,3,Germany,0,1
36,0,0.0,2,Spain,0,0
53,1,65407.16,2,Spain,0,1
53,1,114233.18,1,France,1,0
37,1,0.0,2,France,0,0
53,1,187602.18,1,Spain,0,1
22,1,156834.34,1,France,0,0
34,1,0.0,2,France,1,0
42,0,157498.9,1,France,1,0
44,1,0.0,2,Spain,0,0
41,0,0.0,1,France,1,1
34,0,0.0,1,Spain,0,0
35,0,0.0,2,Spain,0,0
19,0,130274.22,1,Spain,1,0
41,1,0.0,1,France,1,0
39,1,149379.66,2,France,0,0
29,0,0.0,1,France,1,0
35,0,100829.94,1,Spain,1,0
32,1,96408.98,1,Germany,1,0
41,0,0.0,2,France,1,0
52,0,0.0,1,France,0,1
39,0,0.0,2,France,0,0
71,0,149105.08,1,France,1,0
39,0,0.0,1,Spain,0,0
41,0,0.0,2,Spain,1,0
34,1,0.0,2,Spain,0,0
41,0,90218.11,1,Germany,0,0
33,1,87347.7,1,France,0,0
28,0,0.0,2,France,0,0
33,1,137811.75,1,France,1,0
37,0,105563.0,1,France,0,0
38,0,0.0,2,France,0,0
26,1,0.0,2,Spain,0,0
31,0,91125.75,1,France,0,0
39,0,0.0,2,Spain,1,0
39,0,0.0,2,Spain,0,0
77,1,135120.56,1,Germany,0,0
29,0,0.0,2,France,1,0
28,0,0.0,2,France,1,0
36,1,86837.95,1,France,1,0
26,0,100446.57,1,France,1,0
32,1,0.0,2,France,1,0
33,1,0.0,2,France,0,0
32,1,0.0,4,France,1,1
32,1,114512.59,1,Spain,0,0
35,0,136364.46,1,France,0,0
31,0,106260.67,1,France,1,0
24,0,146126.75,1,France,1,0
52,0,111284.53,1,Spain,1,1
42,1,121056.63,2,Spain,0,0
34,0,128270.56,1,France,0,0
30,0,0.0,2,Spain,0,0
35,0,0.0,2,France,0,0
79,1,0.0,1,France,1,0
32,0,191775.65,1,France,0,0
35,1,0.0,1,Spain,0,1
34,0,85141.79,2,Spain,1,0
26,0,126392.18,1,France,1,0
28,0,0.0,2,France,0,0
40,1,129860.37,1,France,0,0
53,1,127642.44,1,France,0,1
35,1,0.0,2,France,1,0
44,1,125584.17,2,Germany,1,1
56,0,50911.21,3,Spain,0,1
29,0,91955.61,1,France,0,0
36,1,84266.44,2,Germany,0,0
36,1,147149.59,1,France,1,0
36,1,0.0,2,France,0,0
23,1,104822.45,1,France,1,0
42,0,146766.72,2,France,1,0
70,0,148745.92,2,Germany,1,0
27,0,0.0,1,France,0,1
48,1,0.0,1,France,0,0
35,0,0.0,2,Spain,1,0
41,1,135203.81,2,France,1,0
23,0,93301.97,2,Germany,1,0
33,0,96341.0,2,Germany,0,0
44,0,165326.2,1,France,1,0
27,0,0.0,2,France,1,0
41,1,99786.2,1,France,0,0
22,1,114440.24,1,Spain,1,0
36,0,141573.55,1,Spain,0,0
22,1,0.0,1,Spain,0,1
55,1,133676.65,1,Spain,1,0
33,1,147493.7,2,France,0,0
54,0,0.0,1,France,0,1
29,1,0.0,2,France,0,0
37,1,95022.57,1,Germany,1,0
34,1,0.0,1,France,0,0
37,0,0.0,1,France,1,0
50,0,149713.61,3,France,1,1
43,1,107963.38,1,Germany,0,1
40,0,0.0,2,France,0,0
32,0,0.0,1,Spain,0,0
37,0,0.0,2,France,1,0
43,0,0.0,2,France,0,0
33,1,102017.25,2,France,0,0
27,1,0.0,2,Spain,0,0
44,0,0.0,2,France,0,0
29,0,96674.55,2,Spain,0,0
44,1,81811.71,1,Spain,0,1
33,0,79281.61,1,Spain,0,0
31,0,0.0,2,France,0,0
36,1,122314.39,1,Germany,0,0
43,0,140733.74,1,Germany,1,0
49,0,116933.11,1,Germany,0,1
41,0,165445.04,2,Spain,0,0
53,1,123805.03,1,Germany,0,0
37,0,107548.94,1,France,0,0
49,0,111634.29,2,France,1,0
41,1,109153.96,3,Germany,1,1
34,1,0.0,2,Spain,0,0
34,0,86055.17,2,Germany,1,0
51,1,98438.23,1,Germany,0,1
29,0,0.0,2,Spain,0,0
32,1,144705.87,2,France,0,0
31,0,0.0,2,France,1,0
41,0,91612.91,1,France,1,0
40,0,0.0,1,Spain,0,0
40,1,0.0,1,France,1,0
32,1,192122.84,1,France,1,1
41,0,179904.0,1,France,1,0
59,0,178058.06,2,France,1,1
30,0,176166.56,2,France,1,0
42,0,156864.2,2,France,0,0
44,1,0.0,2,France,1,0
30,0,0.0,2,Spain,0,0
33,1,0.0,2,Spain,1,0
34,0,161588.89,1,France,1,0
48,0,109349.29,1,France,0,1
29,1,0.0,2,Spain,0,0
36,1,0.0,2,France,1,0
37,0,0.0,1,Spain,1,1
60,0,152335.7,1,France,0,1
51,1,124662.54,1,France,1,1
47,1,91522.04,2,Germany,1,0
45,0,0.0,2,France,1,0
39,1,62052.28,1,Spain,1,0
32,0,107871.72,1,France,0,0
36,1,99472.76,2,France,0,1
50,1,128039.01,1,Spain,1,0
33,0,0.0,2,France,1,0
33,1,114634.63,2,Spain,0,1
26,0,56738.47,2,France,1,1
34,0,90355.12,2,Germany,0,0
36,0,115725.24,2,Germany,0,0
58,0,114327.59,2,Germany,1,0
36,1,100762.64,1,Germany,0,0
40,1,0.0,1,France,0,1
39,0,89039.9,2,Spain,1,0
34,0,78829.53,1,France,1,0
30,0,112372.96,1,Germany,1,0
81,0,122029.15,1,Germany,1,0
29,1,157829.12,1,France,0,0
31,1,108377.75,2,Germany,1,0
54,1,95507.12,1,France,1,0
43,0,127146.68,1,Germany,0,0
24,0,133811.78,1,Germany,0,1
36,0,121092.47,2,France,1,0
34,0,126979.75,1,Germany,0,0
37,0,144235.73,2,France,0,1
38,1,152582.2,2,France,0,0
43,0,172478.15,1,Spain,0,1
36,0,126477.42,1,France,0,0
43,0,97473.87,2,Spain,1,0
53,0,138053.67,1,France,1,0
31,1,164003.05,2,France,1,0
47,1,0.0,1,France,1,1
62,1,0.0,2,France,1,0
39,1,122486.11,2,Spain,1,0
36,0,0.0,2,France,0,0
45,1,53667.44,1,Germany,0,0
20,0,0.0,2,France,0,0
58,0,109327.65,1,Spain,1,0
34,0,121151.05,1,Spain,0,0
42,0,101043.63,1,Spain,1,0
33,0,83501.66,2,Germany,0,0
33,0,80462.24,1,Spain,0,0
39,0,0.0,1,France,0,0
37,0,109093.41,2,France,0,0
46,1,140355.6,1,Spain,1,0
42,0,0.0,2,France,1,0
45,0,130170.82,2,Germany,0,0
42,1,0.0,2,France,1,0
40,0,109542.29,1,France,1,0
41,1,33563.95,2,France,0,1
36,0,148795.17,2,France,1,0
64,0,0.0,2,France,1,0
40,0,174126.75,3,Germany,0,1
41,0,0.0,1,Spain,0,0
35,1,106405.03,1,Spain,1,0
38,0,0.0,1,Spain,1,0
30,0,128393.29,1,Spain,1,0
41,0,127841.52,1,Germany,0,0
24,1,137295.19,2,France,1,0
55,1,155828.22,1,Spain,1,1
39,0,0.0,2,France,0,0
25,1,144351.86,1,Germany,0,0
35,0,106365.29,1,Spain,1,0
35,0,127801.88,1,Germany,1,0
45,1,122793.96,1,Germany,1,0
38,0,113525.84,1,Germany,0,1
23,1,136100.69,2,Spain,0,1
30,0,0.0,2,France,1,0
30,0,140916.81,1,France,0,0
31,1,0.0,2,France,1,0
26,0,121365.39,1,Germany,1,0
36,1,0.0,1,Spain,0,0
35,1,0.0,2,France,0,0
47,0,93578.68,2,France,1,1
40,0,0.0,1,France,0,0
33,1,115409.6,1,Spain,1,0
33,1,90791.69,1,France,1,0
62,1,123681.32,3,France,0,1
44,1,92436.86,1,France,0,0
52,1,167194.36,1,Germany,1,1
36,1,0.0,2,France,1,0
44,0,160838.13,2,Germany,0,0
43,0,0.0,1,Spain,0,1
40,1,144470.77,1,Spain,1,0
38,1,0.0,2,Spain,1,0
68,1,130169.27,2,Germany,1,0
35,0,0.0,2,Spain,1,0
43,0,81076.8,2,France,1,1
36,0,0.0,1,France,1,0
57,1,101465.31,1,Germany,0,1
48,0,0.0,1,France,1,0
37,1,113865.23,2,Germany,1,0
46,1,87603.35,3,Spain,1,1
36,0,120037.96,1,France,0,0
33,0,0.0,2,Spain,0,0
49,0,121205.15,4,Germany,1,1
47,0,75408.33,1,Spain,0,1
40,0,0.0,2,France,1,0
40,1,0.0,1,France,0,1
35,1,0.0,2,Spain,0,0
50,0,121818.84,2,France,1,0
29,1,0.0,2,France,0,0
34,0,141806.0,2,Germany,1,0
51,1,61354.14,1,France,0,1
53,1,124954.94,1,Germany,1,1
68,1,95039.12,1,Germany,1,1
29,1,103417.74,1,France,1,0
45,0,0.0,2,France,0,0
40,0,43028.77,1,France,0,0
44,1,119638.21,1,Germany,1,1
37,0,122689.51,2,France,0,1
44,0,0.0,2,France,0,0
37,0,73179.34,2,Germany,1,0
38,1,171913.87,1,France,0,1
38,0,0.0,2,France,1,0
33,0,92659.2,2,Germany,0,0
34,1,137239.17,1,Germany,1,1
46,1,102955.14,2,Germany,0,0
61,1,65190.29,1,France,1,1
29,1,96863.52,2,Germany,1,0
34,0,154983.98,1,Spain,0,0
59,0,106819.65,1,Germany,1,0
38,0,128578.52,1,Spain,1,0
63,1,126473.33,1,France,1,0
38,1,110570.78,2,France,0,0
50,0,0.0,2,Spain,1,0
29,0,0.0,2,Spain,0,0
33,1,0.0,2,France,1,0
44,1,0.0,2,Spain,0,0
30,0,111099.79,2,France,0,0
29,1,0.0,3,France,0,0
25,0,100913.57,1,Spain,0,0
26,0,0.0,2,Spain,1,0
42,0,16893.59,1,France,1,0
38,0,122267.85,1,Spain,0,0
32,0,125685.79,1,France,1,0
36,0,127397.34,1,Spain,0,0
38,0,105271.56,1,France,1,0
28,1,115265.14,1,Germany,0,0
36,0,0.0,1,Spain,0,0
31,0,0.0,2,Spain,1,0
23,0,139542.82,1,Germany,1,0
46,1,111512.75,3,Germany,0,1
37,0,148466.93,2,France,1,0
29,0,0.0,2,France,0,0
35,1,108155.49,1,France,0,0
42,1,0.0,2,France,0,0
41,0,84622.13,1,Germany,1,0
41,1,146997.64,2,Spain,0,0
47,1,0.0,2,France,0,0
27,1,98590.25,1,France,0,0
26,1,0.0,2,France,1,0
45,1,134980.74,1,Germany,1,1
79,1,108078.56,1,Spain,1,0
29,1,0.0,2,Spain,1,0
42,1,0.0,2,France,0,0
35,0,106836.67,2,France,0,0
29,0,102490.27,1,France,1,0
34,0,112746.54,2,Germany,0,0
38,0,125487.89,1,France,0,0
25,0,142862.21,1,Spain,1,0
37,1,0.0,2,France,0,0
34,0,0.0,2,France,0,0
35,0,79388.33,1,Spain,1,0
37,0,0.0,2,France,1,0
29,0,0.0,2,France,1,0
31,1,107784.65,1,France,1,0
41,1,142880.28,3,Spain,0,1
38,1,149571.94,1,Spain,0,0
49,0,142767.39,1,France,1,0
49,0,121537.71,2,Germany,0,1
50,0,0.0,2,Spain,0,0
43,0,0.0,1,Spain,0,1
42,0,89838.71,3,France,0,1
45,0,103399.87,1,Germany,0,0
30,1,0.0,2,France,0,0
43,0,136855.94,2,Germany,0,0
39,1,0.0,2,France,0,1
55,1,140891.46,3,Germany,1,1
37,0,0.0,1,France,0,0
46,1,89364.91,1,Spain,1,0
29,1,146011.4,1,France,0,0
20,0,0.0,2,Spain,1,0
29,0,145294.08,2,Germany,0,0
45,1,106000.12,1,Germany,0,1
26,1,0.0,2,Spain,0,0
58,1,0.0,2,Spain,1,0
20,0,104508.77,2,Spain,0,0
58,1,127539.3,1,Germany,1,1
44,0,0.0,1,Spain,1,0
51,0,96891.46,1,Germany,0,1
32,1,78535.25,1,France,0,0
37,1,112712.17,1,Spain,0,0
55,0,119618.42,1,Spain,1,0
28,1,0.0,1,Spain,0,0
33,1,74963.5,1,France,1,0
26,0,138023.79,2,France,1,0
28,1,0.0,1,Spain,1,0
47,1,185513.67,1,France,0,0
60,0,185648.56,1,France,0,1
49,1,102286.6,3,Germany,0,1
38,0,128015.83,1,Germany,0,0
31,0,39539.39,2,France,0,0
40,0,0.0,1,France,1,0
37,0,77608.46,2,France,1,0
26,0,141462.13,1,France,0,0
35,1,0.0,2,Spain,0,0
27,0,131691.33,1,France,0,0
29,0,93833.86,1,Spain,1,0
46,1,137933.39,1,Spain,1,0
54,0,105770.14,1,Spain,1,1
54,1,0.0,2,Spain,1,0
38,1,0.0,2,Spain,1,1
38,1,166328.65,2,France,1,0
42,1,164307.77,1,Germany,0,0
38,0,163965.69,2,Germany,1,0
40,0,125608.72,1,France,0,0
66,1,0.0,1,France,0,0
37,0,118433.94,1,Spain,1,0
55,1,98488.08,1,France,0,1
40,0,0.0,2,France,1,0
64,1,98362.35,2,Germany,1,0
51,1,144237.91,4,France,0,1
34,0,0.0,1,France,1,0
47,0,0.0,1,Spain,0,1
29,1,105767.28,2,France,0,0
32,0,0.0,2,Spain,0,0
48,1,0.0,2,Spain,0,0
31,0,0.0,1,Spain,1,1
25,1,134467.26,1,France,1,0
38,0,138515.02,1,Germany,1,0
32,0,128647.98,2,Germany,0,0
38,1,121858.98,1,France,0,0
70,0,0.0,2,Spain,1,0
49,1,120108.56,1,France,1,0
37,1,196853.62,1,France,1,0
35,1,121418.62,1,France,1,0
36,0,0.0,2,Spain,1,0
29,1,0.0,2,France,0,0
42,1,97495.8,2,Germany,0,0
42,1,0.0,2,France,0,0
33,0,127343.4,1,Spain,1,0
50,1,158633.61,1,Spain,0,0
55,0,0.0,1,France,0,0
69,1,183744.98,1,Spain,1,0
44,0,0.0,2,France,1,0
46,0,0.0,1,Spain,0,0
31,0,79962.92,2,France,0,0
36,1,0.0,2,France,1,0
36,0,0.0,2,France,1,0
33,0,140956.99,1,France,0,0
43,1,0.0,1,Spain,1,0
29,0,0.0,2,France,1,1
30,0,145241.63,1,Spain,1,0
31,0,138008.06,2,Germany,0,0
31,1,0.0,2,France,1,0
39,0,0.0,2,France,1,0
37,0,0.0,2,France,0,0
38,0,0.0,1,Spain,0,0
34,0,0.0,2,France,0,0
29,1,127570.93,2,Spain,0,0
28,1,0.0,1,France,1,0
27,1,107812.67,1,Spain,1,1
22,0,91560.58,2,Germany,0,0
34,0,121303.77,2,Germany,1,0
43,0,161546.68,2,Spain,1,0
35,1,128415.45,1,Spain,0,0
31,1,57530.06,1,France,1,1
38,0,0.0,2,France,1,0
28,1,142243.54,2,France,0,0
39,1,138341.51,1,Germany,0,1
32,0,0.0,2,France,0,0
30,1,0.0,2,France,1,1
30,0,0.0,3,Spain,0,0
41,0,146466.46,2,Spain,0,0
36,0,0.0,2,Spain,0,0
58,1,0.0,1,France,1,0
39,1,0.0,2,France,1,0
29,1,120307.58,1,Spain,1,0
27,0,87637.26,2,France,0,0
38,0,94652.04,1,Spain,1,0
22,1,114415.84,1,France,1,0
71,1,0.0,2,France,1,0
40,0,84315.02,1,France,0,0
27,1,0.0,2,Spain,0,0
42,0,93955.83,2,Germany,0,0
36,0,67087.69,1,France,0,0
22,1,101528.61,1,Germany,0,1
30,0,110824.52,1,Germany,1,0
33,1,0.0,1,France,1,0
28,0,179960.2,1,France,0,0
38,0,134006.77,1,France,0,0
37,1,121532.17,2,Germany,1,0
38,1,0.0,2,Spain,1,0
38,1,0.0,1,Spain,1,0
35,0,129717.3,2,France,0,0
22,0,94762.16,2,Germany,1,0
55,0,155196.17,1,Germany,1,1
29,0,129514.99,1,Germany,1,0
57,1,113386.36,2,Germany,1,1
24,0,0.0,1,France,1,1
43,0,172196.23,1,Spain,1,0
28,0,97612.12,1,France,1,0
20,0,104719.94,2,France,0,0
38,1,0.0,1,France,0,0
37,0,139592.98,3,Germany,0,1
29,1,0.0,2,Spain,0,0
22,1,139096.85,1,France,0,0
72,1,140301.72,1,Spain,1,0
43,0,0.0,1,Spain,0,0
66,0,0.0,2,France,1,0
39,0,111233.09,1,Spain,1,0
23,0,0.0,2,France,0,0
29,0,147737.63,1,France,1,0
35,0,0.0,2,France,1,0
40,0,125725.02,2,Germany,1,0
38,0,128289.7,3,France,0,1
46,1,0.0,1,France,0,1
49,1,88826.07,1,Germany,1,1
41,1,143443.61,1,France,0,1
68,1,0.0,4,France,1,1
29,0,0.0,2,France,0,0
26,0,149134.46,1,Spain,1,0
30,0,124119.54,1,France,0,0
44,0,116822.7,1,Germany,0,0
24,1,103219.47,1,France,0,0
41,0,0.0,2,France,0,0
40,1,81954.6,1,Germany,1,1
37,1,95196.26,1,Germany,0,1
43,0,0.0,2,Spain,1,0
38,0,0.0,2,France,1,0
32,1,136555.01,2,France,1,0
59,0,0.0,1,France,1,0
39,0,119452.03,1,France,1,0
44,0,0.0,1,France,1,1
24,1,69881.09,2,Germany,1,0
39,0,0.0,2,France,1,0
44,1,0.0,2,France,1,0
27,1,0.0,2,Spain,0,0
20,0,204223.03,1,Spain,0,0
63,1,110314.21,2,France,0,1
48,1,163760.82,1,Spain,0,1
31,1,141069.18,3,Germany,1,0
38,0,115934.74,1,France,1,0
52,0,151457.88,1,France,1,0
35,1,154206.07,2,Germany,1,0
26,1,89928.99,1,France,0,0
30,0,89182.09,1,France,1,0
41,0,79706.25,2,Germany,0,0
44,1,0.0,3,Spain,0,1
27,1,0.0,2,France,0,0
31,0,117799.28,1,France,1,0
26,0,0.0,2,France,0,0
28,0,0.0,2,France,0,0
34,0,146422.22,1,Germany,0,1
33,0,150186.22,2,Germany,1,0
40,0,100275.88,1,Germany,0,1
47,0,0.0,1,France,0,1
32,0,147493.89,1,France,0,0
43,0,0.0,2,France,0,0
42,1,0.0,2,France,1,0
29,0,121823.4,2,France,1,0
40,1,0.0,2,Spain,1,0
31,0,113688.63,1,Germany,0,1
40,1,100471.34,1,Spain,1,0
28,1,100032.52,1,Germany,0,1
31,0,0.0,2,Spain,0,0
32,0,116358.0,1,France,0,0
23,1,163549.63,1,Germany,1,0
51,0,99183.9,1,Germany,1,0
53,1,131955.07,1,Spain,1,1
41,1,134177.06,1,Spain,0,0
38,1,0.0,2,Spain,0,0
30,0,0.0,2,France,1,0
19,0,0.0,1,Spain,1,0
56,1,94348.94,1,Germany,0,1
32,1,155584.21,1,France,1,0
28,1,0.0,2,France,0,0
41,1,0.0,2,Spain,1,0
32,0,170661.47,1,Germany,1,0
29,1,185544.36,1,Germany,0,0
44,1,52831.13,1,Spain,1,1
51,0,97750.07,3,Germany,1,1
36,0,114007.5,2,France,0,0
71,1,104308.77,1,France,1,0
33,1,84719.13,2,France,1,0
39,0,0.0,2,France,0,0
39,0,140236.98,1,France,1,0
25,0,0.0,2,Spain,1,0
